block,loc,bed,row,col,pop,mf,rep,unique.ID
N,G_33_B,G,33,B,(SQ3 x WL2) x (WL2),NA,5,84
N,G_34_A,G,34,A,WL2,NA,48,143
N,G_34_B,G,34,B,(LV1 x WL2) x (WL2),NA,5,68
N,G_35_A,G,35,A,(TM2 x BH) x (TM2),NA,8,1057
N,G_35_B,G,35,B,(SQ3 x WL2) x (TM2 x WL2),NA,2,880
N,G_36_A,G,36,A,WV,NA,1,450
N,G_36_B,G,36,B,WV x WL2,NA,8,1410
NA,G_37_A,G,37,A,YO7,7,9,YO7_7_9
N,G_37_B,G,37,B,WL2 x BH,NA,7,836
N,G_38_A,G,38,A,WL2,NA,16,111
N,G_38_B,G,38,B,(WV x WL2) x (WL2 x DPR),NA,6,1330
NA,G_39_A,G,39,A,TM2,7,17,TM2_7_17
N,G_39_B,G,39,B,WL2,NA,76,171
NA,G_40_A,G,40,A,TM2,3,7,TM2_3_7
N,G_40_B,G,40,B,TM2,NA,6,476
N,G_41_A,G,41,A,(YO11 x WL2) x (SQ3 x WL2),NA,16,1017
N,G_41_B,G,41,B,(DPR x WL2) x (YO11 x WL2),NA,12,706
N,G_42_A,G,42,A,(YO11 x WL2) x (WV x WL2),NA,3,841
N,G_42_B,G,42,B,(DPR x WL2) x (WV x WL2),NA,8,1464
NA,G_43_A,G,43,A,IH,6,13,IH_6_13
N,G_43_B,G,43,B,TM2,NA,64,534
N,G_44_A,G,44,A,NA,NA,NA,buffer
N,G_44_B,G,44,B,NA,NA,NA,buffer
N,G_45_A,G,45,A,NA,NA,NA,buffer
N,G_45_B,G,45,B,NA,NA,NA,buffer
L,G_1_C,G,1,C,NA,NA,NA,buffer
L,G_1_D,G,1,D,NA,NA,NA,buffer
L,G_2_C,G,2,C,NA,NA,NA,buffer
L,G_2_D,G,2,D,NA,NA,NA,buffer
L,G_3_C,G,3,C,NA,NA,NA,buffer
L,G_3_D,G,3,D,NA,NA,NA,buffer
L,G_4_C,G,4,C,(DPR) x (DPR x WL2),NA,11,721
L,G_4_D,G,4,D,(WL2 x DPR) x (WL2),NA,3,1100
L,G_5_C,G,5,C,(WL2 x DPR) x (YO11 x WL2),NA,2,570
NA,G_5_D,G,5,D,YO7,5,7,YO7_5_7
L,G_6_C,G,6,C,(WL2 x CC) x (WL2 x TM2),NA,3,1180
NA,G_6_D,G,6,D,IH,2,12,IH_2_12
L,G_7_C,G,7,C,TM2,NA,46,516
NA,G_7_D,G,7,D,BH,4,12,BH_4_12
L,G_8_C,G,8,C,(WL1 x WL2) x (WL2 x CC),NA,3,1116
L,G_8_D,G,8,D,TM2,NA,60,530
L,G_9_C,G,9,C,TM2,NA,4,474
L,G_9_D,G,9,D,TM2,NA,85,555
L,G_10_C,G,10,C,(TM2 x BH) x (TM2 x WL2),NA,6,1039
L,G_10_D,G,10,D,WV x TM2,NA,17,210
L,G_11_C,G,11,C,(LV1 x WL2) x (WL2 x DPR),NA,15,970
L,G_11_D,G,11,D,SQ3,NA,12,33
L,G_12_C,G,12,C,WV x TM2,NA,1,194
NA,G_12_D,G,12,D,CC,5,12,CC_5_12
L,G_13_C,G,13,C,WL2,NA,89,184
L,G_13_D,G,13,D,(WL2 x TM2) x (CC x TM2),NA,8,259
L,G_14_C,G,14,C,WL2,NA,14,109
L,G_14_D,G,14,D,WL2,NA,25,120
L,G_15_C,G,15,C,(WL2 x BH) x (SQ3 x WL2),NA,5,1166
L,G_15_D,G,15,D,SQ3 x WL2,NA,8,644
L,G_16_C,G,16,C,Buffer,NA,NA,NA
L,G_16_D,G,16,D,Buffer,NA,NA,NA
M,G_17_C,G,17,C,(WL1 x WL2) x (WL2 x TM2),NA,7,1152
M,G_17_D,G,17,D,(SQ3 x WL2) x (WL2),NA,4,83
M,G_18_C,G,18,C,CC x TM2,NA,11,1361
M,G_18_D,G,18,D,TM2,NA,63,533
M,G_19_C,G,19,C,(WL2) x (WV x WL2),NA,7,765
M,G_19_D,G,19,D,(LV1 x WL2) x (WL2),NA,4,67
M,G_20_C,G,20,C,WL2,NA,26,121
M,G_20_D,G,20,D,(SQ3 x WL2) x (TM2 x WL2),NA,13,891
M,G_21_C,G,21,C,WL2,NA,98,193
M,G_21_D,G,21,D,(WL2) x (TM2 x WL2),NA,16,926
M,G_22_C,G,22,C,(WL2 x CC) x (WL2 x TM2),NA,4,1181
M,G_24_C,G,24,C,(TM2 x BH) x (TM2 x BH),NA,9,1343
M,G_24_D,G,24,D,(WL2 x TM2) x (CC x TM2),NA,9,260
M,G_25_C,G,25,C,WL2,NA,15,110
M,G_25_D,G,25,D,(DPR) x (DPR x WL2),NA,9,719
M,G_26_C,G,26,C,(WL2 x DPR) x (DPR),NA,2,1195
M,G_26_D,G,26,D,WL2,NA,37,132
NA,G_27_C,G,27,C,YO7,6,9,YO7_6_9
M,G_27_D,G,27,D,(TM2 x WL2) x (SQ3 x WL2),NA,9,313
M,G_28_C,G,28,C,(WL2 x DPR) x (WL2),NA,14,1111
M,G_28_D,G,28,D,LV1,NA,15,15
M,G_29_C,G,29,C,(TM2 x BH) x (TM2 x WL2),NA,8,1041
M,G_29_D,G,29,D,WV x TM2,NA,26,219
M,G_30_C,G,30,C,NA,NA,NA,NA
M,G_30_D,G,30,D,NA,NA,NA,NA
NA,G_31_C,G,31,C,TM2,7,5,TM2_7_5
N,G_31_D,G,31,D,(WL2 x BH) x (SQ3 x WL2),NA,13,1174
N,G_32_C,G,32,C,(WL2) x (DPR x WL2),NA,7,901
NA,G_32_D,G,32,D,WL2,7,6,WL2_7_6
N,G_33_C,G,33,C,(TM2 x WL2) x (TM2 x WL2),NA,9,1090
N,G_33_D,G,33,D,(WV x WL2) x (WV),NA,10,277
N,G_34_C,G,34,C,(WL2 x BH) x (WL2 x TM2),NA,3,238
N,G_34_D,G,34,D,WV x TM2,NA,4,196
N,G_35_C,G,35,C,(WV) x (WV x WL2),NA,8,1394
N,G_35_D,G,35,D,WL1,NA,17,300
N,G_36_C,G,36,C,LV1 x TM2,NA,16,1240
N,G_36_D,G,36,D,(DPR) x (WL2 x DPR),NA,7,733
N,G_37_C,G,37,C,(WL1 x WL2) x (WL2 x CC),NA,9,1122
N,G_37_D,G,37,D,(WL2 x TM2) x (CC x TM2),NA,10,261
N,G_38_C,G,38,C,WL2,NA,28,123
N,G_38_D,G,38,D,(DPR x WL2) x (TM2 x WL2),NA,5,1447
N,G_39_C,G,39,C,DPR,NA,5,433
N,G_39_D,G,39,D,BH,NA,3,389
NA,G_40_C,G,40,C,BH,2,13,BH_2_13
N,G_40_D,G,40,D,TM2,NA,71,541
N,G_41_C,G,41,C,(YO11 x WL2) x (WL2),NA,12,938
N,G_41_D,G,41,D,(WL2 x DPR) x (DPR),NA,4,1197
NA,G_42_C,G,42,C,SC,2,27,SC_2_27
N,G_42_D,G,42,D,NA,NA,NA,NA
N,G_43_C,G,43,C,TM2,NA,44,514
N,G_43_D,G,43,D,LV1,NA,19,19
N,G_44_C,G,44,C,NA,NA,NA,buffer
N,G_44_D,G,44,D,(WL1 x WL2) x (BH x WL2),NA,8,339
N,G_45_C,G,45,C,NA,NA,NA,buffer
N,G_45_D,G,45,D,NA,NA,NA,buffer
N,H_1_A,H,1,A,NA,NA,NA,buffer
N,H_1_B,H,1,B,NA,NA,NA,buffer
N,H_2_A,H,2,A,NA,NA,NA,buffer
N,H_2_B,H,2,B,NA,NA,NA,buffer
N,H_3_A,H,3,A,NA,NA,NA,buffer
N,H_3_B,H,3,B,NA,NA,NA,buffer
N,H_4_A,H,4,A,(SQ3 x WL2) x (YO11 x WL2),NA,1,1500
N,H_4_B,H,4,B,LV1,NA,16,16
NA,H_5_A,H,5,A,SC,4,1,SC_4_1
N,H_5_B,H,5,B,SQ3,NA,7,28
N,H_6_A,H,6,A,TM2,NA,27,497
NA,H_6_B,H,6,B,SC,2,26,SC_2_26
N,H_7_A,H,7,A,(DPR) x (DPR x WL2),NA,13,723
N,H_8_A,H,8,A,WL2,NA,60,155
N,H_8_B,H,8,B,(TM2 x WL2) x (WL2),NA,6,362
N,H_9_B,H,9,B,NA,NA,NA,NA
O,H_10_B,H,10,B,TM2,NA,53,523
NA,H_11_B,H,11,B,IH,2,1,IH_2_1
NA,H_12_B,H,12,B,SC,2,1,SC_2_1
NA,H_13_A,H,13,A,TM2,2,6,TM2_2_6
O,H_13_B,H,13,B,WL2,NA,71,166
O,H_15_B,H,15,B,LV1 x WL2,NA,13,1263
O,H_17_A,H,17,A,TM2,NA,87,557
O,H_17_B,H,17,B,(WL1 x TM2) x (WL2 x TM2),NA,7,327
O,H_18_A,H,18,A,(TM2) x (TM2 x BH),NA,3,1132
O,H_18_B,H,18,B,BH,NA,20,406
O,H_19_A,H,19,A,(WL1 x WL2) x (WL2 x TM2),NA,4,1149
O,H_19_B,H,19,B,(WL2 x DPR) x (TM2 x WL2),NA,4,1317
O,H_20_A,H,20,A,TM2,NA,31,501
O,H_20_B,H,20,B,(WL1 x WL2) x (BH x WL2),NA,11,342
O,H_21_A,H,21,A,(TM2 x WL2) x (TM2),NA,1,343
NA,H_21_B,H,21,B,TM2,1,12,TM2_1_12
O,H_22_A,H,22,A,TM2,NA,66,536
O,H_22_B,H,22,B,(TM2) x (TM2 x WL2),NA,15,234
O,H_23_A,H,23,A,(TM2 x WL2) x (WL2),NA,4,360
O,H_23_B,H,23,B,(DPR) x (WL2 x DPR),NA,8,734
O,H_24_A,H,24,A,(TM2 x WL2) x (TM2 x BH),NA,11,1076
O,H_24_B,H,24,B,SQ3,NA,3,24
O,H_25_A,H,25,A,(WL2 x TM2) x (WL2),NA,2,1323
NA,H_25_B,H,25,B,SC,4,14,SC_4_14
O,H_26_A,H,26,A,(LV1 x WL2) x (LV1 x WL2),NA,3,1020
O,H_26_B,H,26,B,(WV x WL2) x (WV),NA,11,278
NA,H_27_A,H,27,A,TM2,6,10,TM2_6_10
O,H_27_B,H,27,B,(LV1 x WL2) x (WL2 x DPR),NA,11,966
O,H_28_A,H,28,A,(YO11 x WL2) x (WL2),NA,9,935
O,H_28_B,H,28,B,TM2,NA,7,477
O,H_29_A,H,29,A,TM2,NA,36,506
O,H_29_B,H,29,B,NA,NA,NA,NA
O,H_30_A,H,30,A,NA,NA,NA,NA
P,H_30_B,H,30,B,BH x TM2,NA,3,587
NA,H_31_A,H,31,A,YO7,4,11,YO7_4_11
P,H_31_B,H,31,B,(WL1 x WL2) x (WL2 x TM2),NA,6,1151
P,H_32_A,H,32,A,(LV1 x WL2) x (WL2),NA,7,70
P,H_32_B,H,32,B,TM2,NA,23,493
P,H_33_A,H,33,A,NA,NA,NA,buffer
P,H_33_B,H,33,B,NA,NA,NA,buffer
NA,H_34_A,H,34,A,WL2,2,7,WL2_2_7
P,H_34_B,H,34,B,NA,NA,NA,buffer
N,H_1_C,H,1,C,NA,NA,NA,buffer
N,H_1_D,H,1,D,NA,NA,NA,buffer
N,H_2_C,H,2,C,NA,NA,NA,buffer
N,H_2_D,H,2,D,NA,NA,NA,buffer
N,H_3_C,H,3,C,YO7,7,15,YO7_7_15
N,H_3_D,H,3,D,NA,NA,NA,buffer
N,H_4_D,H,4,D,(TM2 x WL2) x (WV x WL2),NA,1,1303
N,H_5_D,H,5,D,(TM2 x BH) x (BH),NA,7,749
N,H_6_C,H,6,C,WL2,NA,82,177
N,H_6_D,H,6,D,(TM2 x BH) x (TM2 x BH),NA,6,1340
N,H_7_D,H,7,D,(TM2 x BH) x (TM2 x WL2),NA,7,1040
N,H_8_C,H,8,C,NA,NA,NA,NA
N,H_8_D,H,8,D,NA,NA,NA,NA
N,H_9_C,H,9,C,NA,NA,NA,NA
O,H_9_D,H,9,D,WV x TM2,NA,5,197
O,H_10_C,H,10,C,LV1 x TM2,NA,1,1225
O,H_10_D,H,10,D,(WL2) x (WV x WL2),NA,8,766
NA,H_11_C,H,11,C,IH,4,1,IH_4_1
NA,H_12_C,H,12,C,YO7,4,1,YO7_4_1
O,H_13_C,H,13,C,WL2,NA,1,96
O,H_14_D,H,14,D,WV,NA,14,463
O,H_15_C,H,15,C,LV1 x TM2,NA,22,1246
O,H_15_D,H,15,D,(DPR) x (DPR x WL2),NA,6,716
O,H_16_D,H,16,D,TM2 x WL2,NA,2,1278
O,H_17_D,H,17,D,(TM2 x BH) x (BH),NA,8,750
O,H_18_C,H,18,C,(LV1 x WL2) x (WL2),NA,6,69
O,H_18_D,H,18,D,(WL2 x DPR) x (WL2),NA,2,1099
O,H_19_C,H,19,C,(SQ3 x WL2) x (WL2),NA,6,85
O,H_19_D,H,19,D,BH x WL2,NA,1,611
O,H_20_C,H,20,C,(WL2) x (DPR x WL2),NA,9,903
O,H_20_D,H,20,D,(WL1 x WL2) x (WL2 x CC),NA,15,1128
O,H_21_C,H,21,C,TM2,NA,97,567
O,H_21_D,H,21,D,WL2 x BH,NA,9,838
O,H_22_C,H,22,C,(SQ3 x WL2) x (TM2 x WL2),NA,15,893
O,H_22_D,H,22,D,WL2,NA,17,112
O,H_23_C,H,23,C,(TM2 x WL2) x (SQ3 x WL2),NA,16,320
O,H_23_D,H,23,D,WL2,NA,42,137
O,H_24_C,H,24,C,WL2,NA,64,159
NA,H_24_D,H,24,D,SC,6,13,SC 6 13
O,H_25_C,H,25,C,WL2,NA,97,192
O,H_25_D,H,25,D,WL1,NA,9,292
O,H_26_C,H,26,C,WV x TM2,NA,18,211
O,H_26_D,H,26,D,(WL2 x CC) x (WL2 x TM2),NA,6,1183
O,H_27_C,H,27,C,BH,NA,4,390
O,H_27_D,H,27,D,(WV) x (WV x WL2),NA,9,1395
O,H_28_C,H,28,C,(WL2 x TM2) x (CC x TM2),NA,11,262
O,H_28_D,H,28,D,(TM2 x BH) x (TM2 x BH),NA,3,1337
O,H_29_C,H,29,C,NA,NA,NA,NA
O,H_29_D,H,29,D,NA,NA,NA,NA
P,H_30_C,H,30,C,TM2,NA,8,478
P,H_30_D,H,30,D,(WL2 x TM2) x (CC x TM2),NA,12,263
NA,H_31_C,H,31,C,IH,5,13,IH_5_13
P,H_31_D,H,31,D,WL2,NA,61,156
P,H_32_C,H,32,C,(YO11 x WL2) x (DPR x WL2),NA,1,773
P,H_32_D,H,32,D,(WL2 x BH) x (SQ3 x WL2),NA,7,1168
P,H_33_C,H,33,C,NA,NA,NA,buffer
P,H_33_D,H,33,D,NA,NA,NA,buffer
P,H_34_C,H,34,C,NA,NA,NA,buffer
P,H_34_D,H,34,D,NA,NA,NA,buffer
P,I_1_A,I,1,A,NA,NA,NA,buffer
P,I_1_B,I,1,B,NA,NA,NA,buffer
P,I_2_A,I,2,A,NA,NA,NA,buffer
P,I_2_B,I,2,B,NA,NA,NA,buffer
P,I_3_B,I,3,B,(LV1 x WL2) x (YO11 x WL2),NA,15,1000
P,I_4_A,I,4,A,LV1 x TM2,NA,2,1226
P,I_4_B,I,4,B,(WL2) x (DPR x WL2),NA,4,898
P,I_5_A,I,5,A,(TM2 x BH) x (TM2 x BH),NA,7,1341
P,I_5_B,I,5,B,(YO11 x WL2) x (WL2 x TM2),NA,10,797
P,I_6_A,I,6,A,(TM2 x BH) x (BH),NA,9,751
P,I_6_B,I,6,B,(SQ3 x WL2) x (WL2),NA,7,86
P,I_7_A,I,7,A,TM2,NA,74,544
P,I_7_B,I,7,B,(WL1 x WL2) x (WL2 x CC),NA,12,1125
P,I_8_A,I,8,A,WL2,NA,96,191
P,I_8_B,I,8,B,TM2,NA,38,508
P,I_9_A,I,9,A,(DPR x WL2) x (TM2 x WL2),NA,12,1454
P,I_9_B,I,9,B,BH,NA,5,391
P,I_10_A,I,10,A,LV1 x WL2,NA,22,1272
P,I_10_B,I,10,B,WL2,NA,29,124
P,I_11_A,I,11,A,LV1 x TM2,NA,26,1250
P,I_11_B,I,11,B,(WL2 x CC) x (WL2 x TM2),NA,7,1184
NA,I_12_A,I,12,A,IH,1,1,IH_1_1
P,I_12_B,I,12,B,(TM2 x WL2) x (SQ3 x WL2),NA,3,307
P,I_13_A,I,13,A,TM2,NA,54,524
P,I_13_B,I,13,B,(SQ3 x WL2) x (LV1 x WL2),NA,15,863
P,I_14_A,I,14,A,(LV1 x WL2) x (TM2 x WL2),NA,12,954
P,I_14_B,I,14,B,(DPR x WL2) x (SQ3 x WL2),NA,8,686
P,I_15_A,I,15,A,NA,NA,NA,NA
P,I_15_B,I,15,B,NA,NA,NA,NA
NA,I_16_A,I,16,A,NA,NA,NA,NA
NA,I_16_B,I,16,B,BH,2,1,BH_2_1
NA,I_17_A,I,17,A,NA,NA,NA,NA
NA,I_17_B,I,17,B,NA,NA,NA,NA
NA,I_18_A,I,18,A,BH,1,1,BH_1_1
NA,I_18_B,I,18,B,NA,NA,NA,NA
NA,I_19_A,I,19,A,NA,NA,NA,NA
NA,I_19_B,I,19,B,NA,NA,NA,NA
NA,I_20_A,I,20,A,NA,NA,NA,NA
NA,I_20_B,I,20,B,NA,NA,NA,NA
NA,I_21_A,I,21,A,NA,NA,NA,NA
NA,I_21_B,I,21,B,NA,NA,NA,NA
NA,I_22_A,I,22,A,NA,NA,NA,NA
NA,I_22_B,I,22,B,NA,NA,NA,NA
NA,I_23_A,I,23,A,NA,NA,NA,buffer
NA,I_23_B,I,23,B,NA,NA,NA,buffer
NA,I_24_A,I,24,A,NA,NA,NA,buffer
NA,I_24_B,I,24,B,NA,NA,NA,buffer
P,I_1_C,I,1,C,NA,NA,NA,buffer
P,I_1_D,I,1,D,NA,NA,NA,buffer
P,I_2_C,I,2,C,NA,NA,NA,buffer
P,I_2_D,I,2,D,NA,NA,NA,buffer
P,I_3_C,I,3,C,(WV x WL2) x (WV),NA,12,279
NA,I_3_D,I,3,D,BH,4,1,BH_4_1
P,I_4_D,I,4,D,WL2,NA,69,164
P,I_5_C,I,5,C,(TM2 x WL2) x (WL2),NA,14,370
P,I_6_C,I,6,C,WL2,NA,2,97
P,I_6_D,I,6,D,(WL1 x WL2) x (BH x WL2),NA,4,335
P,I_7_C,I,7,C,(DPR) x (WL2 x DPR),NA,9,735
P,I_7_D,I,7,D,WV x TM2,NA,6,198
P,I_8_C,I,8,C,BH,NA,19,405
P,I_8_D,I,8,D,WL2,NA,44,139
P,I_9_C,I,9,C,TM2,NA,81,551
P,I_9_D,I,9,D,(WV) x (WV x WL2),NA,10,1396
P,I_10_C,I,10,C,DPR x WL2,NA,1,1210
P,I_10_D,I,10,D,DPR,NA,15,443
P,I_11_C,I,11,C,(WL2 x DPR) x (TM2 x WL2),NA,5,1318
P,I_11_D,I,11,D,WL1,NA,11,294
P,I_12_C,I,12,C,WV,NA,10,459
P,I_12_D,I,12,D,(DPR x WL2) x (YO11 x WL2),NA,14,708
P,I_13_C,I,13,C,TM2 x WL2,NA,12,1288
P,I_13_D,I,13,D,(TM2 x BH) x (TM2 x WL2),NA,2,1035
P,I_14_C,I,14,C,NA,NA,NA,NA
P,I_14_D,I,14,D,NA,NA,NA,NA
NA,I_15_C,I,15,C,NA,NA,NA,NA
NA,I_15_D,I,15,D,NA,NA,NA,NA
NA,I_16_C,I,16,C,NA,NA,NA,NA
NA,I_16_D,I,16,D,NA,NA,NA,NA
NA,I_17_C,I,17,C,NA,NA,NA,NA
NA,I_17_D,I,17,D,NA,NA,NA,NA
NA,I_18_C,I,18,C,NA,NA,NA,NA
NA,I_18_D,I,18,D,NA,NA,NA,NA
NA,I_19_C,I,19,C,NA,NA,NA,NA
NA,I_19_D,I,19,D,NA,NA,NA,NA
NA,I_20_C,I,20,C,NA,NA,NA,NA
NA,I_20_D,I,20,D,NA,NA,NA,NA
NA,I_21_C,I,21,C,NA,NA,NA,NA
NA,I_21_D,I,21,D,NA,NA,NA,NA
NA,I_22_C,I,22,C,NA,NA,NA,NA
NA,I_22_D,I,22,D,NA,NA,NA,NA
NA,I_23_C,I,23,C,NA,NA,NA,buffer
NA,I_23_D,I,23,D,NA,NA,NA,buffer
NA,I_24_C,I,24,C,NA,NA,NA,buffer
NA,I_24_D,I,24,D,NA,NA,NA,buffer
NA,J_4_A,J,4,A,YO7,3,8,YO7_3_8
NA,J_5_A,J,5,A,TM2,2,11,TM2_2_11
NA,J_8_A,J,8,A,BH,5,2,BH_5_2
NA,J_10_A,J,10,A,BH,4,2,BH_4_2
NA,J_15_A,J,15,A,YO7,7,11,YO7_7_11
NA,J_17_B,J,17,B,TM2,5,12,TM2_5_12
NA,J_18_B,J,18,B,SC,8,2,SC 8_2
NA,J_4_D,J,4,D,TM2,7,7,TM2_7_7
NA,J_11_D,J,11,D,IH,5,2,IH_5_2
NA,J_13_C,J,13,C,BH,6,2,BH_6_2
NA,J_17_D,J,17,D,LV1,8,1,LV1_8_1
NA,K_2_B,K,2,B,IH,4,14,IH_4_14
NA,K_4_B,K,4,B,IH,6,2,IH_6_2
NA,K_10_A,K,10,A,YO7,1,2,YO7_1_2
NA,K_13_A,K,13,A,CC,1,2,CC_1_2
NA,K_2_C,K,2,C,YO7,5,13,YO7_5_13
NA,K_7_C,K,7,C,SC,6,2,SC_6_2
NA,K_8_C,K,8,C,IH,1,2,IH_1_2
NA,K_12_D,K,12,D,TM2,6,12,TM2_6_12
