pop.id,mf,rep,block,bed,rack,col,row,unique.ID,notes
SQ3 x TM2,,26,F2,F,3,B,29,570,
TM2 x WL1,,13,F2,F,3,C,29,691,
BH,5,1,F2,F,3,D,29,209,
BH x WL2,,22,F2,F,3,A,30,386,
(TM2 x WL2) x WL2,,13,F2,F,3,B,30,1287,
WL1,6,3,F2,F,3,C,30,350,
DPR x WL2,,29,F2,F,3,D,30,483,
WL2 x WL1,,29,F2,F,3,A,31,938,
WV x (WV x WL2),,4,F2,F,3,B,31,1089,
(TM2 x BH) x (TM2 x WL2),,3,F2,F,3,C,31,1234,
TM2 x WL2,,1,F2,F,3,D,31,2008,
(TM2 x WL2) x (TM2 x BH),,9,F2,F,3,A,32,1260,
WL2-12,12,3,F2,F,3,B,32,185,
TM2 x DPR,,28,F2,F,3,C,32,676,
WL2-3,3,1,F2,F,3,D,32,113,
WL2-8,8,11,F2,F,3,A,33,137,
WL2-3,3,13,F2,F,3,B,33,125,
CC,3,2,F2,F,3,C,33,246,
TM2-7,7,2,F2,F,3,D,33,86,
TM2 x WL2,,6,F2,F,3,A,34,714,
TM2-4,4,13,F2,F,3,B,34,55,
WV x WL2,,14,F2,F,3,C,34,1029,
DPR,6,1,F2,F,3,D,34,233,
TM2 x WL2,,18,F2,F,3,A,35,726,
(TM2 x BH) x TM2,,11,F2,F,3,B,35,1222,
WV,5,10,F2,F,3,C,35,276,
WV x TM2,,8,F2,F,3,D,35,993,
WL1 x WL2,,25,F2,F,3,A,36,855,
DPR x TM2,,2,F2,F,3,B,36,426,
(SQ3 x WL2) x WL2,,14,F2,F,3,C,36,1185,
WV x WL2,,26,F2,F,3,D,36,1041,
WL2 x BH,,28,F2,F,3,A,37,807,
(LV1 x WL2) x WL2,,1,F2,F,3,B,37,1135,
(WL2 x DPR) x DPR,,20,F2,F,3,C,37,1065,
TM2 x WL2,,30,F2,F,3,D,37,738,
WL1 x TM2,,2,F2,F,3,A,38,773,
(TM2 x WL2) x WL2,,1,F2,F,3,B,38,1275,
SQ3 x WL2,,11,F2,F,3,C,38,585,
TM2 x YO11,,2,F2,F,3,D,38,756,
WV x (WV x WL2),,4,F2,F,3,A,39,2032,
(WL2 x DPR) x DPR,,8,F2,F,3,B,39,1053,
(WL2 x DPR) x WL2,,12,F2,F,3,C,39,1077,
WL2-10,10,7,F2,F,3,D,39,161,
TM2 x CC,,12,F2,F,3,A,40,630,
LV1 x WL2,,27,F2,F,3,B,40,541,
TM2 x (TM2 x BH),,19,F2,F,3,C,40,1210,
WL2 x YO11,,14,F2,F,3,D,40,969,
(WV x WL2) x WV,,4,F2,F,3,A,41,1334,
DPR x TM2,,26,F2,F,3,B,41,450,
TM2 x BH,,12,F2,F,3,C,41,616,
LV1 x TM2,,26,F2,F,3,D,41,510,
WV,4,5,F2,F,3,A,42,264,
(TM2 x BH) x BH,,1,F2,F,3,B,42,2044,
(TM2 x BH) x (TM2 x WL2),,15,F2,F,3,C,42,1246,
TM2-1,1,14,F2,F,3,D,42,14,
LV1 x WL2,,15,F2,F,3,A,43,529,
WL2-11,11,5,F2,F,3,B,43,173,
(LV1 x WL2) x WL2,,3,F2,F,3,C,43,2020,
LV1,5,1,F2,F,3,D,43,293,
DPR,2,1,F2,F,3,A,44,221,
WL2-9,9,9,F2,F,3,B,44,149,
WV x WL2,,2,F2,F,3,C,44,1017,
TM2 x (TM2 X WL2),,2,F2,F,3,D,44,1352,
BH,1,1,F2,F,3,A,45,197,
WL1,1,1,F2,F,3,B,45,362,
DPR x TM2,,14,F2,F,3,C,45,438,
buffer,buffer,buffer,F2,F,3,D,45,buffer,
buffer,buffer,buffer,F2,F,3,A,46,buffer,
buffer,buffer,buffer,F2,F,3,B,46,buffer,
buffer,buffer,buffer,F2,F,3,C,46,buffer,
buffer,buffer,buffer,F2,F,3,D,46,buffer,
